2018-09-20 14:10:16.659 [main] INFO  com.mongohua.etl.EtlApplication - Starting application
2018-09-20 14:10:19.654 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'shirFilter' to: [/*]
2018-09-20 14:10:19.654 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'resourceUrlEncodingFilter' to: [/*]
2018-09-20 14:10:20.199 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@402e37bc: startup date [Thu Sep 20 14:10:17 CST 2018]; root of context hierarchy
2018-09-20 14:10:20.260 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/ds_inst_index]}" onto public java.lang.String com.mongohua.etl.controller.DsDefController.dsInstIndex()
2018-09-20 14:10:20.260 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/ds_stop],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.DsDefController.stopSchedule(int)
2018-09-20 14:10:20.261 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/ds_start],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.DsDefController.startSchedue(int)
2018-09-20 14:10:20.261 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/ds_refresh],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.DsDefController.refreshDs()
2018-09-20 14:10:20.261 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/ds_change_valid],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.DsDefController.changeDsValid(java.lang.String,int)
2018-09-20 14:10:20.261 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/ds_add],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.DsDefController.dsAdd(com.mongohua.etl.model.DsDef,java.lang.String)
2018-09-20 14:10:20.261 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/ds_inst_list],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.DsDefController.getList(int,int)
2018-09-20 14:10:20.261 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/ds_index]}" onto public java.lang.String com.mongohua.etl.controller.DsDefController.dsIndex()
2018-09-20 14:10:20.261 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/ds_list],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.DsDefController.dsList(int,int)
2018-09-20 14:10:20.264 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/event_delete],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.EventController.delete(java.lang.String)
2018-09-20 14:10:20.264 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/event_list],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.EventController.eventList()
2018-09-20 14:10:20.264 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/event_add],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.EventController.addOrUpdate(com.mongohua.etl.model.JobEvent)
2018-09-20 14:10:20.264 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/event_index]}" onto public java.lang.String com.mongohua.etl.controller.EventController.eventIndex()
2018-09-20 14:10:20.266 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/index]}" onto public java.lang.String com.mongohua.etl.controller.IndexCountroller.index(org.springframework.ui.Model)
2018-09-20 14:10:20.267 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ds],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.IndexCountroller.ds()
2018-09-20 14:10:20.267 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/]}" onto public java.lang.String com.mongohua.etl.controller.IndexCountroller.defaultIndex()
2018-09-20 14:10:20.267 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/getRunTime],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.IndexCountroller.getRunTime()
2018-09-20 14:10:20.267 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/allJobs],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.IndexCountroller.allJobs()
2018-09-20 14:10:20.267 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/getServerTime]}" onto public java.lang.String com.mongohua.etl.controller.IndexCountroller.getServerTime()
2018-09-20 14:10:20.267 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/topn],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.IndexCountroller.getTopN(int,int)
2018-09-20 14:10:20.267 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/job],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.IndexCountroller.job()
2018-09-20 14:10:20.271 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/job_inst_list],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.jobList(int,int)
2018-09-20 14:10:20.272 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/job_index]}" onto public java.lang.String com.mongohua.etl.controller.JobController.jobMngIndex()
2018-09-20 14:10:20.272 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/job_inst_index]}" onto public java.lang.String com.mongohua.etl.controller.JobController.jobIndex()
2018-09-20 14:10:20.272 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/next_job]}" onto public java.lang.Object com.mongohua.etl.controller.JobController.nextJob(int)
2018-09-20 14:10:20.272 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/pre_job]}" onto public java.lang.Object com.mongohua.etl.controller.JobController.preJob(int)
2018-09-20 14:10:20.272 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/job_byid],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.jobMngById(int)
2018-09-20 14:10:20.272 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/update_job],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.updateJob(com.mongohua.etl.model.JobDef)
2018-09-20 14:10:20.272 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/update_ref],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.updateRef(com.mongohua.etl.model.JobRef2)
2018-09-20 14:10:20.273 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/jobparam_byid],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.jobParamMngById(int)
2018-09-20 14:10:20.273 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/stop],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.stopJobSchd()
2018-09-20 14:10:20.273 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/refresh_job],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.refreshJob()
2018-09-20 14:10:20.273 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/update_param],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.updateParam(com.mongohua.etl.model.JobParamDef2)
2018-09-20 14:10:20.273 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/jobref_byid],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.jobRefMngById(int)
2018-09-20 14:10:20.273 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/job_list],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.jobMngList(com.mongohua.etl.model.JobDef,int,int)
2018-09-20 14:10:20.273 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/start],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.startJobSchd()
2018-09-20 14:10:20.273 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/submit_job],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.addJob(com.mongohua.etl.model.JobDef2)
2018-09-20 14:10:20.274 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/add_job],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.addJob()
2018-09-20 14:10:20.274 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/inst_log]}" onto public java.lang.String com.mongohua.etl.controller.JobController.instLog(int,org.springframework.ui.Model)
2018-09-20 14:10:20.274 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/inst_redo]}" onto public java.lang.String com.mongohua.etl.controller.JobController.redoInsts(java.lang.String)
2018-09-20 14:10:20.274 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/inst_index]}" onto public java.lang.String com.mongohua.etl.controller.JobController.instIndex()
2018-09-20 14:10:20.274 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/inst_list],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.JobController.instList(com.mongohua.etl.model.JobInst,int,int)
2018-09-20 14:10:20.274 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/inst_job]}" onto public java.lang.Object com.mongohua.etl.controller.JobController.instJob(int)
2018-09-20 14:10:20.275 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/get_writer_lock],produces=[application/json;charset=utf-8]}" onto public java.util.List<com.mongohua.etl.model.JobLockObj> com.mongohua.etl.controller.JobOprObjController.getWriterLock()
2018-09-20 14:10:20.275 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/manager/get_lock_byjob],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.JobOprObjController.getLockObjsByJobId(int)
2018-09-20 14:10:20.276 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/delete_lock],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.LockObjController.deleteLock(java.lang.String)
2018-09-20 14:10:20.276 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/lock_list],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.LockObjController.lockList()
2018-09-20 14:10:20.276 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/lock_index]}" onto public java.lang.String com.mongohua.etl.controller.LockObjController.dsInstIndex()
2018-09-20 14:10:20.276 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/checkLogin],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.LoginController.checkLogin(java.lang.String,java.lang.String)
2018-09-20 14:10:20.277 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login]}" onto public java.lang.String com.mongohua.etl.controller.LoginController.login()
2018-09-20 14:10:20.277 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/get_all_menus],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.MenuController.getMenusByUserId(int)
2018-09-20 14:10:20.277 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/menu_index]}" onto public java.lang.String com.mongohua.etl.controller.MenuController.menuIndex()
2018-09-20 14:10:20.277 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/menu_list]}" onto public java.lang.Object com.mongohua.etl.controller.MenuController.menuList()
2018-09-20 14:10:20.278 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/get_menus]}" onto public java.lang.Object com.mongohua.etl.controller.MenuController.getMenus()
2018-09-20 14:10:20.278 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/get_root_menus],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.MenuController.getRootMenus()
2018-09-20 14:10:20.278 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/menu_add],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.MenuController.addOrUpdate(com.mongohua.etl.model.Menu)
2018-09-20 14:10:20.279 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/queue_delete],produces=[application/json;charset=utf-8]}" onto public java.lang.String com.mongohua.etl.controller.QueueController.delete(java.lang.String)
2018-09-20 14:10:20.279 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/queue_list],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.QueueController.queueList()
2018-09-20 14:10:20.279 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/queue_index]}" onto public java.lang.String com.mongohua.etl.controller.QueueController.queueIndex()
2018-09-20 14:10:20.279 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/monitor/queue_add],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.QueueController.addOrUpdate(com.mongohua.etl.model.JobQueue)
2018-09-20 14:10:20.280 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/role_list],produces=[application/json;charset=utf-8]}" onto public java.util.List<com.mongohua.etl.model.Role> com.mongohua.etl.controller.RoleController.getRoles()
2018-09-20 14:10:20.280 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/role_index]}" onto public java.lang.String com.mongohua.etl.controller.RoleController.roleIndex()
2018-09-20 14:10:20.280 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/role_list2],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.RoleController.getRoles2()
2018-09-20 14:10:20.280 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/role_add],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.RoleController.addRole(com.mongohua.etl.model.Role,java.lang.String)
2018-09-20 14:10:20.281 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/reset_pwd],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.UserController.resetPwd(int)
2018-09-20 14:10:20.281 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/user_list],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.UserController.queueList(int,int)
2018-09-20 14:10:20.281 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/change_pwd],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.UserController.changePwd(java.lang.String,java.lang.String)
2018-09-20 14:10:20.281 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/user_index]}" onto public java.lang.String com.mongohua.etl.controller.UserController.userIndex()
2018-09-20 14:10:20.282 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/system/user_add],produces=[application/json;charset=utf-8]}" onto public java.lang.Object com.mongohua.etl.controller.UserController.addOrUpdate(com.mongohua.etl.model.User)
2018-09-20 14:10:20.284 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-09-20 14:10:20.284 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-09-20 14:10:20.332 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-20 14:10:20.332 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-20 14:10:20.373 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-09-20 14:10:20.847 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2018-09-20 14:10:20.863 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8083"]
2018-09-20 14:10:20.873 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8083"]
2018-09-20 14:10:20.881 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-09-20 14:10:20.896 [main] INFO  o.s.b.c.e.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8083 (http)
2018-09-20 14:10:20.909 [main] INFO  com.mongohua.etl.EtlApplication - Started EtlApplication in 4.149 seconds (JVM running for 4.589)
2018-09-20 14:10:20.910 [main] INFO  com.mongohua.etl.EtlApplication - Starting Schedule Thread
2018-09-20 14:10:20.911 [Thread-4] INFO  com.mongohua.etl.schd.common.ScheduleThread - 初始化数据库....
2018-09-20 14:10:20.911 [Thread-4] INFO  com.mongohua.etl.schd.common.InitDataBase - 刷新数据源表....
